"n","lambda","mse"
400,0.00555203960549436,0.0982855175654564
400,0.00569084059563171,0.0982885912967228
400,0.00582964158576907,0.0983100983457073
400,0.00596844257590643,0.098349863001539
400,0.00610724356604379,0.098407711931014
400,0.00624604455618115,0.0984834741322863
400,0.00638484554631851,0.0985769808898211
400,0.00652364653645587,0.0986880657305626
400,0.00666244752659323,0.0988165643812736
400,0.00680124851673059,0.0989623147270023
400,0.00694004950686794,0.0991251567706397
400,0.0070788504970053,0.0993049325935254
400,0.00721765148714266,0.099501486317069
400,0.00735645247728002,0.0997146640653489
400,0.00749525346741738,0.0999443139286571
400,0.00763405445755474,0.100190285927958
400,0.0077728554476921,0.100452431980232
400,0.00791165643782946,0.100730605864664
400,0.00805045742796682,0.101024663189675
400,0.00818925841810417,0.101334461360732
400,0.00832805940824153,0.10165985954895
400,0.00846686039837889,0.10200071866043
400,0.00860566138851625,0.102356901306326
400,0.00874446237865361,0.102728271773619
400,0.00888326336879097,0.103114695996563
400,0.00902206435892833,0.1035160415288
400,0.00916086534906569,0.103932177516107
400,0.00929966633920305,0.104362974669768
400,0.0094384673293404,0.104808305240545
400,0.00957726831947776,0.105268042993239
400,0.00971606930961512,0.105742063181806
400,0.00985487029975248,0.106230242525037
400,0.00999367128988984,0.106732459182763
400,0.0101324722800272,0.107248592732583
400,0.0102712732701646,0.107778524147093
400,0.0104100742603019,0.10832213577161
400,0.0105488752504393,0.108879311302367
400,0.0106876762405766,0.109449935765175
400,0.010826477230714,0.110033895494532
400,0.0109652782208514,0.110631078113173
400,0.0111040792109887,0.111241372512042
400,0.0112428802011261,0.111864668830684
400,0.0113816811912634,0.112500858438035
400,0.0115204821814008,0.113149833913605
400,0.0116592831715381,0.113811489029048
400,0.0117980841616755,0.114485718730103
400,0.0119368851518129,0.115172419118888
400,0.0120756861419502,0.115871487436562
400,0.0122144871320876,0.11658282204632
400,0.0123532881222249,0.11730632241673
400,0.0124920891123623,0.118041889105391
400,0.0126308901024997,0.118789423742912
400,0.012769691092637,0.119548829017205
400,0.0129084920827744,0.120320008658074
400,0.0130472930729117,0.121102867422107
400,0.0131860940630491,0.121897311077847
400,0.0133248950531865,0.122703246391253
400,0.0134636960433238,0.123520581111432
400,0.0136024970334612,0.124349223956635
400,0.0137412980235985,0.125189084600516
450,0,0.102899839871809
450,0.000123485691736148,0.102169560495081
450,0.000246971383472295,0.101460344869793
450,0.000370457075208443,0.10077198596383
450,0.000493942766944591,0.100104279835842
450,0.000617428458680739,0.0994570255644032
450,0.000740914150416886,0.0988300251795748
450,0.000864399842153034,0.0982230835967626
450,0.000987885533889182,0.0976360085527581
450,0.00111137122562533,0.0970686105438641
450,0.00123485691736148,0.0965207027660118
450,0.00135834260909763,0.0959921010567779
450,0.00148182830083377,0.0954826238392203
450,0.00160531399256992,0.0949920920674517
450,0.00172879968430607,0.0945203291738785
450,0.00185228537604222,0.0940671610180322
450,0.00197577106777836,0.0936324158369298
450,0.00209925675951451,0.0932159241968977
450,0.00222274245125066,0.0928175189468007
450,0.00234622814298681,0.0924370351726211
450,0.00246971383472295,0.0920743101533312
450,0.0025931995264591,0.0917291833180123
450,0.00271668521819525,0.091401496204169
450,0.0028401709099314,0.0910910924171953
450,0.00296365660166755,0.0907978175909478
450,0.00308714229340369,0.0905215193493853
450,0.00321062798513984,0.0902620472692353
450,0.00333411367687599,0.0900192528436499
450,0.00345759936861214,0.0897929894468161
450,0.00358108506034828,0.0895831122994854
450,0.00370457075208443,0.0893894784353915
450,0.00382805644382058,0.0892119466685237
450,0.00395154213555673,0.0890503775612288
450,0.00407502782729288,0.0889046333931102
450,0.00419851351902902,0.0887745781306997
450,0.00432199921076517,0.0886600773978757
450,0.00444548490250132,0.0885609984470017
450,0.00456897059423747,0.0884772101307635
450,0.00469245628597361,0.0884085828746807
450,0.00481594197770976,0.0883549886502725
450,0.00493942766944591,0.088316300948855
450,0.00506291336118206,0.0882923947559522
450,0.00518639905291821,0.0882831465263004
450,0.00530988474465435,0.0882884341594265
450,0.0054333704363905,0.088308136975786
450,0.00555685612812665,0.0883421356934396
450,0.0056803418198628,0.0883903124052553
450,0.00580382751159894,0.0884525505566194
450,0.00592731320333509,0.0885287349236395
450,0.00605079889507124,0.0886187515918287
450,0.00617428458680739,0.0887224879352536
450,0.00629777027854353,0.0888398325961349
450,0.00642125597027968,0.0889706754648861
450,0.00654474166201583,0.0891149076605796
450,0.00666822735375198,0.0892724215118261
450,0.00679171304548813,0.0894431105380578
450,0.00691519873722427,0.0896268694312027
450,0.00703868442896042,0.0898235940377404
450,0.00716217012069657,0.0900331813411275
450,0.00728565581243272,0.0902555294445843
450,0.00740914150416886,0.0904905375542325
450,0.00753262719590501,0.0907381059625733
450,0.00765611288764116,0.0909981360322988
450,0.00777959857937731,0.0912705301804272
450,0.00790308427111346,0.0915551918627527
450,0.0080265699628496,0.0918520255586027
450,0.00815005565458575,0.0921609367558943
450,0.0082735413463219,0.092481831936482
450,0.00839702703805805,0.0928146185617907
450,0.00852051272979419,0.0931592050587238
450,0.00864399842153034,0.0935155008058431
450,0.00876748411326649,0.0938834161198114
450,0.00889096980500264,0.0942628622420917
450,0.00901445549673878,0.0946537513258974
450,0.00913794118847493,0.0950559964233869
450,0.00926142688021108,0.0954695114730967
450,0.00938491257194723,0.0958942112876071
450,0.00950839826368338,0.0963300115414356
450,0.00963188395541952,0.0967768287591516
450,0.00975536964715567,0.0972345803037085
450,0.00987885533889182,0.0977031843649867
450,0.010002341030628,0.0981825599485432
450,0.0101258267223641,0.0986726268645631
450,0.0102493124141003,0.0991733057170092
450,0.0103727981058364,0.0996845178929627
450,0.0104962837975726,0.100206185552153
450,0.0106197694893087,0.100738231616672
450,0.0107432551810449,0.101280579760868
450,0.010866740872781,0.101833154401413
450,0.0109902265645171,0.102395880687547
450,0.0111137122562533,0.102968684491486
450,0.0112371979479894,0.103551492398997
450,0.0113606836397256,0.104144231700132
450,0.0114841693314617,0.10474683038012
450,0.0116076550231979,0.105359217110414
450,0.011731140714934,0.105981321239888
450,0.0118546264066702,0.106613072786181
450,0.0119781120984063,0.107254402427183
450,0.0121015977901425,0.10790524149267
450,0.0122250834818786,0.108565521956068
500,0,0.0969331648099926
500,0.000111214307347432,0.0962934583149097
500,0.000222428614694863,0.0956713139785503
500,0.000333642922042295,0.0950665518582963
500,0.000444857229389726,0.0944789956877917
500,0.000556071536737158,0.0939084727207034
500,0.00066728584408459,0.0933548135855102
500,0.000778500151432021,0.0928178521502754
500,0.000889714458779453,0.092297425396475
500,0.00100092876612688,0.0917933733010601
500,0.00111214307347432,0.0913055387260228
500,0.00122335738082175,0.0908337673148109
500,0.00133457168816918,0.0903779073950108
500,0.00144578599551661,0.0899378098867746
500,0.00155700030286404,0.089513328216523
500,0.00166821461021147,0.0891043182355017
500,0.00177942891755891,0.088710638142812
500,0.00189064322490634,0.0883321484125711
500,0.00200185753225377,0.0879687117248912
500,0.0021130718396012,0.0876201929003976
500,0.00222428614694863,0.0872864588380268
500,0.00233550045429606,0.0869673784558754
500,0.0024467147616435,0.0866628226348847
500,0.00255792906899093,0.0863726641651691
500,0.00266914337633836,0.0860967776948113
500,0.00278035768368579,0.0858350396809615
500,0.00289157199103322,0.0855873283430925
500,0.00300278629838065,0.0853535236182746
500,0.00311400060572809,0.0851335071183436
500,0.00322521491307552,0.0849271620888479
500,0.00333642922042295,0.0847343733696675
500,0.00344764352777038,0.0845550273572056
500,0.00355885783511781,0.0843890119680628
500,0.00367007214246524,0.0842362166041103
500,0.00378128644981267,0.0840965321188818
500,0.00389250075716011,0.0839698507852139
500,0.00400371506450754,0.0838560662640666
500,0.00411492937185497,0.0837550735744606
500,0.0042261436792024,0.0836667690644753
500,0.00433735798654983,0.08359105038325
500,0.00444857229389726,0.0835278164539406
500,0.0045597866012447,0.0834769674475824
500,0.00467100090859213,0.0834384047578149
500,0.00478221521593956,0.0834120309764284
500,0.00489342952328699,0.0833977498696914
500,0.00500464383063442,0.0833954663554244
500,0.00511585813798185,0.0834050864807847
500,0.00522707244532929,0.0834265174007294
500,0.00533828675267672,0.0834596673571286
500,0.00544950106002415,0.0835044456584977
500,0.00556071536737158,0.0835607626603232
500,0.00567192967471901,0.0836285297459577
500,0.00578314398206644,0.0837076593080577
500,0.00589435828941388,0.0837980647305441
500,0.00600557259676131,0.0838996603710621
500,0.00611678690410874,0.0840123615439227
500,0.00622800121145617,0.0841360845035037
500,0.0063392155188036,0.0842707464280948
500,0.00645042982615103,0.0844162654041684
500,0.00656164413349847,0.0845725604110594
500,0.0066728584408459,0.0847395513060402
500,0.00678407274819333,0.0849171588097744
500,0.00689528705554076,0.0851053044921362
500,0.00700650136288819,0.085303910758383
500,0.00711771567023562,0.0855129008356664
500,0.00722892997758305,0.0857321987598717
500,0.00734014428493049,0.085961729362774
500,0.00745135859227792,0.0862014182594988
500,0.00756257289962535,0.0864511918362782
500,0.00767378720697278,0.0867109772384917
500,0.00778500151432021,0.0869807023589833
500,0.00789621582166765,0.0872602958266435
500,0.00800743012901508,0.0875496869952514
500,0.00811864443636251,0.0878488059325639
500,0.00822985874370994,0.0881575834096481
500,0.00834107305105737,0.0884759508904475
500,0.0084522873584048,0.0888038405215737
500,0.00856350166575223,0.0891411851223192
500,0.00867471597309967,0.0894879181748828
500,0.0087859302804471,0.0898439738148006
500,0.00889714458779453,0.0902092868215799
500,0.00900835889514196,0.0905837926095242
500,0.00911957320248939,0.0909674272187505
500,0.00923078750983682,0.0913601273063868
500,0.00934200181718426,0.091761830137951
500,0.00945321612453169,0.0921724735788994
500,0.00956443043187912,0.0925919960863469
500,0.00967564473922655,0.0930203367009472
500,0.00978685904657398,0.0934574350389355
500,0.00989807335392141,0.0939032312843232
500,0.0100092876612688,0.0943576661812445
500,0.0101205019686163,0.0948206810264488
500,0.0102317162759637,0.0952922176619366
500,0.0103429305833111,0.0957722184677333
500,0.0104541448906586,0.0962606263547985
500,0.010565359198006,0.0967573847580669
500,0.0106765735053534,0.0972624376296184
500,0.0107877878127009,0.0977757294319718
500,0.0108990021200483,0.0982972051315019
500,0.0110102164273957,0.0988268101919742
600,0,0.0788381986937336
600,9.27752381272265e-05,0.0784097430837347
600,0.000185550476254453,0.0779920895143578
600,0.000278325714381679,0.0775851628766674
600,0.000371100952508906,0.0771888888862433
600,0.000463876190636132,0.0768031940668141
600,0.000556651428763359,0.0764280057344897
600,0.000649426666890585,0.076063251982555
600,0.000742201905017812,0.0757088616667973
600,0.000834977143145038,0.0753647643913358
600,0.000927752381272265,0.0750308904949279
600,0.00102052761939949,0.074707171037726
600,0.00111330285752672,0.0743935377884635
600,0.00120607809565394,0.0740899232120454
600,0.00129885333378117,0.0737962604575257
600,0.0013916285719084,0.0735124833464524
600,0.00148440381003562,0.0732385263615599
600,0.00157717904816285,0.0729743246357967
600,0.00166995428629008,0.072719813941668
600,0.0017627295244173,0.0724749306808826
600,0.00185550476254453,0.0722396118742883
600,0.00194828000067176,0.0720137951520836
600,0.00204105523879898,0.0717974187442939
600,0.00213383047692621,0.0715904214714998
600,0.00222660571505344,0.0713927427358093
600,0.00231938095318066,0.0712043225120604
600,0.00241215619130789,0.0710251013392476
600,0.00250493142943512,0.0708550203121618
600,0.00259770666756234,0.0706940210732355
600,0.00269048190568957,0.0705420458045857
600,0.00278325714381679,0.0703990372202459
600,0.00287603238194402,0.0702649385585817
600,0.00296880762007125,0.0701396935748814
600,0.00306158285819847,0.0700232465341162
600,0.0031543580963257,0.0699155422038647
600,0.00324713333445293,0.0698165258473931
600,0.00333990857258015,0.0697261432168892
600,0.00343268381070738,0.0696443405468423
600,0.00352545904883461,0.0695710645475647
600,0.00361823428696183,0.0695062623988514
600,0.00371100952508906,0.0694498817437709
600,0.00380378476321629,0.0694018706825852
600,0.00389656000134351,0.0693621777667939
600,0.00398933523947074,0.0693307519932978
600,0.00408211047759797,0.0693075427986802
600,0.00417488571572519,0.0692925000535993
600,0.00426766095385242,0.0692855740572923
600,0.00436043619197965,0.0692867155321834
600,0.00445321143010687,0.0692958756185967
600,0.0045459866682341,0.0693130058695676
600,0.00463876190636132,0.0693380582457528
600,0.00473153714448855,0.0693709851104338
600,0.00482431238261578,0.0694117392246118
600,0.004917087620743,0.0694602737421931
600,0.00500986285887023,0.0695165422052599
600,0.00510263809699746,0.0695804985394264
600,0.00519541333512468,0.0696520970492764
600,0.00528818857325191,0.0697312924138814
600,0.00538096381137914,0.0698180396823965
600,0.00547373904950636,0.0699122942697316
600,0.00556651428763359,0.0700140119522973
600,0.00565928952576082,0.0701231488638226
600,0.00575206476388804,0.0702396614912421
600,0.00584484000201527,0.0703635066706535
600,0.0059376152401425,0.0704946415833398
600,0.00603039047826972,0.0706330237518586
600,0.00612316571639695,0.0707786110361935
600,0.00621594095452417,0.070931361629969
600,0.0063087161926514,0.0710912340567253
600,0.00640149143077863,0.0712581871662528
600,0.00649426666890585,0.0714321801309834
600,0.00658704190703308,0.0716131724424409
600,0.00667981714516031,0.0718011239077439
600,0.00677259238328753,0.0719959946461643
600,0.00686536762141476,0.0721977450857389
600,0.00695814285954199,0.072406335959932
600,0.00705091809766921,0.0726217283043487
600,0.00714369333579644,0.072843883453498
600,0.00723646857392367,0.0730727630376046
600,0.00732924381205089,0.0733083289794675
600,0.00742201905017812,0.0735505434913655
600,0.00751479428830535,0.073799369072008
600,0.00760756952643257,0.0740547685035299
600,0.0077003447645598,0.0743167048485315
600,0.00779312000268703,0.0745851414471595
600,0.00788589524081425,0.074860041914231
600,0.00797867047894148,0.0751413701363977
600,0.0080714457170687,0.0754290902693515
600,0.00816422095519593,0.0757231667350678
600,0.00825699619332316,0.0760235642190895
600,0.00834977143145038,0.0763302476678474
600,0.00844254666957761,0.0766431822860182
600,0.00853532190770484,0.076962333533919
600,0.00862809714583206,0.0772876671249384
600,0.00872087238395929,0.077619149023001
600,0.00881364762208652,0.0779567454400677
600,0.00890642286021374,0.0783004228336697
600,0.00899919809834097,0.0786501479044751
600,0.0090919733364682,0.0790058875938887
600,0.00918474857459542,0.0793676090816828
700,0,0.0678476958872264
700,7.95809111992539e-05,0.0675285684070104
700,0.000159161822398508,0.0672169898851677
700,0.000238742733597762,0.0669129184244076
700,0.000318323644797015,0.0666163124508974
700,0.000397904555996269,0.0663271307107971
700,0.000477485467195523,0.0660453322668446
700,0.000557066378394777,0.065770876494989
700,0.000636647289594031,0.0655037230810733
700,0.000716228200793285,0.0652438320175629
700,0.000795809111992539,0.0649911636003215
700,0.000875390023191793,0.0647456784254319
700,0.000954970934391046,0.0645073373860617
700,0.0010345518455903,0.0642761016693723
700,0.00111413275678955,0.064051932753472
700,0.00119371366798881,0.0638347924044101
700,0.00127329457918806,0.063624642673213
700,0.00135287549038732,0.0634214458929615
700,0.00143245640158657,0.0632251646759074
700,0.00151203731278582,0.0630357619106294
700,0.00159161822398508,0.0628532007592285
700,0.00167119913518433,0.06267744465456
700,0.00175078004638359,0.0625084572975041
700,0.00183036095758284,0.0623462026542719
700,0.00190994186878209,0.0621906449537484
700,0.00198952277998135,0.0620417486848701
700,0.0020691036911806,0.0618994785940376
700,0.00214868460237985,0.0617637996825627
700,0.00222826551357911,0.0616346772041485
700,0.00230784642477836,0.0615120766624029
700,0.00238742733597762,0.0613959638083843
700,0.00246700824717687,0.0612863046381795
700,0.00254658915837612,0.0611830653905125
700,0.00262617006957538,0.0610862125443847
700,0.00270575098077463,0.0609957128167449
700,0.00278533189197389,0.0609115331601897
700,0.00286491280317314,0.0608336407606926
700,0.00294449371437239,0.0607620030353622
700,0.00302407462557165,0.0606965876302293
700,0.0031036555367709,0.0606373624180613
700,0.00318323644797015,0.0605842954962039
700,0.00326281735916941,0.0605373551844509
700,0.00334239827036866,0.0604965100229392
700,0.00342197918156792,0.060461728770071
700,0.00350156009276717,0.0604329804004615
700,0.00358114100396642,0.0604102341029116
700,0.00366072191516568,0.0603934592784062
700,0.00374030282636493,0.0603826255381362
700,0.00381988373756419,0.0603777027015455
700,0.00389946464876344,0.0603786607944012
700,0.00397904555996269,0.0603854700468879
700,0.00405862647116195,0.0603981008917238
700,0.0041382073823612,0.0604165239623012
700,0.00421778829356046,0.0604407100908481
700,0.00429736920475971,0.0604706303066118
700,0.00437695011595896,0.0605062558340655
700,0.00445653102715822,0.0605475580911344
700,0.00453611193835747,0.0605945086874442
700,0.00461569284955672,0.0606470794225899
700,0.00469527376075598,0.0607052422844248
700,0.00477485467195523,0.0607689694473696
700,0.00485443558315449,0.0608382332707419
700,0.00493401649435374,0.0609130062971044
700,0.00501359740555299,0.0609932612506323
700,0.00509317831675225,0.061078971035501
700,0.0051727592279515,0.0611701087342903
700,0.00525234013915076,0.0612666476064088
700,0.00533192105035001,0.0613685610865353
700,0.00541150196154926,0.0614758227830788
700,0.00549108287274852,0.0615884064766554
700,0.00557066378394777,0.0617062861185832
700,0.00565024469514703,0.0618294358293936
700,0.00572982560634628,0.0619578298973598
700,0.00580940651754553,0.0620914427770421
700,0.00588898742874479,0.0622302490878495
700,0.00596856833994404,0.0623742236126165
700,0.00604814925114329,0.0625233412961972
700,0.00612773016234255,0.0626775772440746
700,0.0062073110735418,0.0628369067209841
700,0.00628689198474106,0.0630013051495549
700,0.00636647289594031,0.0631707481089632
700,0.00644605380713956,0.0633452113336034
700,0.00652563471833882,0.0635246707117712
700,0.00660521562953807,0.0637091022843627
700,0.00668479654073733,0.0638984822435875
700,0.00676437745193658,0.0640927869316953
700,0.00684395836313583,0.0642919928397169
700,0.00692353927433509,0.064496076606218
700,0.00700312018553434,0.0647050150160677
700,0.00708270109673359,0.0649187849992192
700,0.00716228200793285,0.065137363629504
700,0.0072418629191321,0.0653607281234391
700,0.00732144383033136,0.0655888558390465
700,0.00740102474153061,0.065821724274686
700,0.00748060565272986,0.0660593110678994
700,0.00756018656392912,0.0663015939942682
700,0.00763976747512837,0.0665485509662821
700,0.00771934838632763,0.0668001600322202
700,0.00779892929752688,0.0670563993750438
700,0.00787851020872613,0.0673172473113008
800,0,0.0566376655460919
800,6.96722496034272e-05,0.0564401552455311
800,0.000139344499206854,0.0562479568652855
800,0.000209016748810281,0.0560610458488413
800,0.000278688998413709,0.0558793977940977
800,0.000348361248017136,0.0557029884520501
800,0.000418033497620563,0.0555317937254887
800,0.00048770574722399,0.055365789667711
800,0.000557377996827417,0.0552049524812489
800,0.000627050246430844,0.0550492585166097
800,0.000696722496034272,0.0548986842710314
800,0.000766394745637699,0.0547532063872514
800,0.000836066995241126,0.0546128016522888
800,0.000905739244844553,0.05447744699624
800,0.00097541149444798,0.0543471194910877
800,0.00104508374405141,0.0542217963495227
800,0.00111475599365483,0.0541014549237782
800,0.00118442824325826,0.0539860727044775
800,0.00125410049286169,0.053875627319493
800,0.00132377274246512,0.0537700965328187
800,0.00139344499206854,0.0536694582434539
800,0.00146311724167197,0.0535736904842992
800,0.0015327894912754,0.0534827714210645
800,0.00160246174087882,0.0533966793511878
800,0.00167213399048225,0.0533153927027665
800,0.00174180624008568,0.0532388900334992
800,0.00181147848968911,0.0531671500296393
800,0.00188115073929253,0.0531001515049588
800,0.00195082298889596,0.0530378733997237
800,0.00202049523849939,0.05298029477968
800,0.00209016748810282,0.0529273948350497
800,0.00215983973770624,0.0528791528795381
800,0.00222951198730967,0.0528355483493504
800,0.0022991842369131,0.0527965608022194
800,0.00236885648651652,0.0527621699164428
800,0.00243852873611995,0.0527323554899301
800,0.00250820098572338,0.0527070974392599
800,0.0025778732353268,0.0526863757987464
800,0.00264754548493023,0.0526701707195157
800,0.00271721773453366,0.0526584624685908
800,0.00278688998413709,0.0526512314279873
800,0.00285656223374051,0.0526484580938164
800,0.00292623448334394,0.0526501230753986
800,0.00299590673294737,0.0526562070943852
800,0.0030655789825508,0.0526666909838894
800,0.00313525123215422,0.0526815556876254
800,0.00320492348175765,0.0527007822590566
800,0.00327459573136108,0.0527243518605519
800,0.0033442679809645,0.052752245762551
800,0.00341394023056793,0.0527844453427371
800,0.00348361248017136,0.0528209320852183
800,0.00355328472977479,0.0528616875797171
800,0.00362295697937821,0.0529066935207678
800,0.00369262922898164,0.0529559317069216
800,0.00376230147858507,0.0530093840399595
800,0.00383197372818849,0.0530670325241129
800,0.00390164597779192,0.0531288592652923
800,0.00397131822739535,0.0531948464703224
800,0.00404099047699878,0.0532649764461857
800,0.0041106627266022,0.0533392315992727
800,0.00418033497620563,0.0534175944346396
800,0.00425000722580906,0.053500047555273
800,0.00431967947541248,0.0535865736613619
800,0.00438935172501591,0.0536771555495762
800,0.00445902397461934,0.0537717761123529
800,0.00452869622422277,0.0538704183371879
800,0.00459836847382619,0.0539730653059356
800,0.00466804072342962,0.0540797001941147
800,0.00473771297303305,0.0541903062702202
800,0.00480738522263647,0.0543048668950427
800,0.0048770574722399,0.0544233655209936
800,0.00494672972184333,0.0545457856914363
800,0.00501640197144676,0.0546721110400243
800,0.00508607422105018,0.0548023252900453
800,0.00515574647065361,0.0549364122537711
800,0.00522541872025704,0.055074355831814
800,0.00529509096986047,0.0552161400124887
800,0.00536476321946389,0.0553617488711802
800,0.00543443546906732,0.0555111665697184
800,0.00550410771867075,0.0556643773557565
800,0.00557377996827417,0.0558213655621576
800,0.0056434522178776,0.0559821156063846
800,0.00571312446748103,0.0561466119898974
800,0.00578279671708445,0.0563148392975545
800,0.00585246896668788,0.0564867821970208
800,0.00592214121629131,0.0566624254381801
800,0.00599181346589474,0.0568417538525535
800,0.00606148571549816,0.0570247523527227
800,0.00613115796510159,0.0572114059317586
800,0.00620083021470502,0.0574016996626553
800,0.00627050246430844,0.0575956186977685
800,0.00634017471391187,0.0577931482682597
800,0.0064098469635153,0.0579942736835451
800,0.00647951921311873,0.0581989803307489
800,0.00654919146272215,0.0584072536741627
800,0.00661886371232558,0.058619079254708
800,0.00668853596192901,0.058834442689405
800,0.00675820821153244,0.0590533296708455
800,0.00682788046113586,0.05927572596667
800,0.00689755271073929,0.0595016174190501
900,0,0.0490068163765698
900,6.19578453172299e-05,0.0488535602965476
900,0.00012391569063446,0.0487043902935103
900,0.00018587353595169,0.0485592899696444
900,0.00024783138126892,0.0484182430152839
900,0.00030978922658615,0.0482812332082778
900,0.000371747071903379,0.0481482444133639
900,0.000433704917220609,0.0480192605815477
900,0.000495662762537839,0.0478942657494874
900,0.000557620607855069,0.0477732440388846
900,0.000619578453172299,0.0476561796558804
900,0.000681536298489529,0.0475430568904575
900,0.000743494143806759,0.0474338601158467
900,0.000805451989123989,0.0473285737879402
900,0.000867409834441219,0.0472271824447092
900,0.000929367679758448,0.0471296707056272
900,0.000991325525075678,0.0470360232710986
900,0.00105328337039291,0.0469462249218919
900,0.00111524121571014,0.046860260518579
900,0.00117719906102737,0.0467781150009787
900,0.0012391569063446,0.0466997733876051
900,0.00130111475166183,0.046625220775122
900,0.00136307259697906,0.0465544423378009
900,0.00142503044229629,0.0464874233269847
900,0.00148698828761352,0.0464241490705555
900,0.00154894613293075,0.0463646049724079
900,0.00161090397824798,0.0463087765119264
900,0.00167286182356521,0.0462566492434673
900,0.00173481966888244,0.0462082087958458
900,0.00179677751419967,0.0461634408718269
900,0.0018587353595169,0.0461223312476212
900,0.00192069320483413,0.0460848657723851
900,0.00198265105015136,0.0460510303677249
900,0.00204460889546859,0.0460208110272061
900,0.00210656674078582,0.0459941938158659
900,0.00216852458610305,0.045971164869731
900,0.00223048243142028,0.0459517103953385
900,0.00229244027673751,0.0459358166692618
900,0.00235439812205474,0.0459234700376402
900,0.00241635596737197,0.0459146569157127
900,0.0024783138126892,0.0459093637873553
900,0.00254027165800643,0.0459075772046231
900,0.00260222950332366,0.0459092837872959
900,0.00266418734864089,0.0459144702224271
900,0.00272614519395812,0.0459231232638975
900,0.00278810303927535,0.0459352297319722
900,0.00285006088459258,0.0459507765128615
900,0.00291201872990981,0.0459697505582853
900,0.00297397657522703,0.0459921388850412
900,0.00303593442054426,0.0460179285745768
900,0.00309789226586149,0.0460471067725645
900,0.00315985011117872,0.0460796606884811
900,0.00322180795649595,0.0461155775951898
900,0.00328376580181318,0.0461548448285267
900,0.00334572364713041,0.0461974497868896
900,0.00340768149244764,0.0462433799308317
900,0.00346963933776487,0.0462926227826571
900,0.0035315971830821,0.0463451659260205
900,0.00359355502839933,0.0464009970055307
900,0.00365551287371656,0.0464601037263559
900,0.00371747071903379,0.0465224738538337
900,0.00377942856435102,0.0465880952130834
900,0.00384138640966825,0.046656955688622
900,0.00390334425498548,0.0467290432239831
900,0.00396530210030271,0.0468043458213387
900,0.00402725994561994,0.0468828515411246
900,0.00408921779093717,0.0469645485016684
900,0.0041511756362544,0.0470494248788208
900,0.00421313348157163,0.0471374689055897
900,0.00427509132688886,0.0472286688717773
900,0.00433704917220609,0.0473230131236203
900,0.00439900701752332,0.0474204900634325
900,0.00446096486284055,0.0475210881492513
900,0.00452292270815778,0.0476247958944855
900,0.00458488055347501,0.0477316018675677
900,0.00464683839879224,0.0478414946916075
900,0.00470879624410947,0.0479544630440496
900,0.0047707540894267,0.0480704956563328
900,0.00483271193474393,0.0481895813135528
900,0.00489466978006116,0.0483117088541273
900,0.00495662762537839,0.0484368671694634
900,0.00501858547069562,0.0485650452036286
900,0.00508054331601285,0.0486962319530237
900,0.00514250116133008,0.0488304164660577
900,0.00520445900664731,0.0489675878428267
900,0.00526641685196454,0.0491077352347944
900,0.00532837469728177,0.0492508478444748
900,0.005390332542599,0.0493969149251185
900,0.00545229038791623,0.0495459257804001
900,0.00551424823323346,0.0496978697641092
900,0.00557620607855069,0.0498527362798431
900,0.00563816392386792,0.0500105147807022
900,0.00570012176918515,0.0501711947689872
900,0.00576207961450238,0.0503347657959
900,0.00582403745981961,0.050501217461245
900,0.00588599530513684,0.0506705394131343
900,0.00594795315045407,0.0508427213476945
900,0.0060099109957713,0.0510177530087754
900,0.00607186884108853,0.0511956241876617
900,0.00613382668640576,0.051376324722787
1000,0,0.0448301130150076
1000,5.5781484879673e-05,0.0446874221069384
1000,0.000111562969759346,0.0445480411105988
1000,0.000167344454639019,0.044411958177049
1000,0.000223125939518692,0.0442791615138569
1000,0.000278907424398365,0.0441496393847409
1000,0.000334688909278038,0.0440233801092149
1000,0.000390470394157711,0.0439003720622373
1000,0.000446251879037384,0.0437806036738615
1000,0.000502033363917057,0.0436640634288904
1000,0.00055781484879673,0.0435507398665331
1000,0.000613596333676403,0.0434406215800643
1000,0.000669377818556076,0.0433336972164865
1000,0.000725159303435749,0.0432299554761955
1000,0.000780940788315422,0.0431293851126473
1000,0.000836722273195095,0.0430319749320291
1000,0.000892503758074768,0.0429377137929318
1000,0.000948285242954441,0.0428465906060256
1000,0.00100406672783411,0.0427585943337383
1000,0.00105984821271379,0.0426737139899357
1000,0.00111562969759346,0.0425919386396049
1000,0.00117141118247313,0.0425132573985399
1000,0.00122719266735281,0.0424376594330299
1000,0.00128297415223248,0.0423651339595495
1000,0.00133875563711215,0.0422956702444522
1000,0.00139453712199183,0.0422292576036655
1000,0.0014503186068715,0.0421658854023885
1000,0.00150610009175117,0.0421055430547926
1000,0.00156188157663084,0.0420482200237233
1000,0.00161766306151052,0.0419939058204056
1000,0.00167344454639019,0.0419425900041505
1000,0.00172922603126986,0.0418942621820648
1000,0.00178500751614954,0.0418489120087623
1000,0.00184078900102921,0.0418065291860778
1000,0.00189657048590888,0.0417671034627827
1000,0.00195235197078855,0.041730624634304
1000,0.00200813345566823,0.0416970825424436
1000,0.0020639149405479,0.0416664670751013
1000,0.00211969642542757,0.0416387681659996
1000,0.00217547791030725,0.0416139757944097
1000,0.00223125939518692,0.0415920799848808
1000,0.00228704088006659,0.0415730708069707
1000,0.00234282236494627,0.0415569383749785
1000,0.00239860384982594,0.0415436728476798
1000,0.00245438533470561,0.041533264428063
