"omega","p0x","px0","n","estimator","mean","var","bias","bias_sq","mse"
2,0.66,0.9,1000,"estimate_pi",0.664997655583571,0.0493222710192754,-0.0281495249763738,0.000792395756395492,0.0501146667756709
2,0.66,0.9,2000,"estimate_c05",0.697600862050397,0.0228731171283722,0.00445368149045178,1.98352788183928e-05,0.0228929524071906
2,0.66,0.9,2000,"estimate_mle",0.69784502852524,0.0230860440872196,0.00469784796529482,2.20697755050247e-05,0.0231081138627246
2,0.66,0.9,2000,"estimate_oracle",0.685785685065148,0.0222836685515221,-0.00736149549479737,5.41916159199219e-05,0.022337860167442
2,0.66,0.9,2000,"estimate_pi",0.685377048911983,0.023753973905728,-0.00777013164796259,6.03749458266698e-05,0.0238143488515546
2,0.66,0.9,5000,"estimate_c05",0.692318415423646,0.0090190646878483,-0.000828765136299037,6.86851651144761e-07,0.00901975153949944
2,0.66,0.9,5000,"estimate_mle",0.692405442060732,0.00905197998174657,-0.000741738499213773,5.50176001215901e-07,0.00905253015774778
2,0.66,0.9,5000,"estimate_oracle",0.687579769204083,0.00892604160499801,-0.00556741135586269,3.09960692053889e-05,0.00895703767420339
2,0.66,0.9,5000,"estimate_pi",0.687483395206644,0.00915193003354892,-0.00566378535330148,3.20784645282723e-05,0.00918400849807719
2,0.66,0.9,10000,"estimate_c05",0.693488298061539,0.00458040530422462,0.000341117501594046,1.16361149893764e-07,0.00458052166537452
2,0.66,0.9,10000,"estimate_mle",0.69353322247432,0.00458877445259107,0.000386041914374302,1.49028359653776e-07,0.00458892348095073
2,0.66,0.9,10000,"estimate_oracle",0.691109377423237,0.00455662478981357,-0.00203780313670843,4.1526416239787e-06,0.00456077743143755
2,0.66,0.9,10000,"estimate_pi",0.691089841267868,0.00461290541280733,-0.00205733929207763,4.23264496272649e-06,0.00461713805777006
10,0.1,0.33,500,"estimate_c05",2.313035590776,0.143092605297876,0.0104504977819504,0.00010921290389055,0.143201818201766
10,0.1,0.33,500,"estimate_mle",2.35484274872592,0.153846136988463,0.0522576557318719,0.00273086258259085,0.156576999571054
10,0.1,0.33,500,"estimate_oracle",2.29719892383918,0.140834382988253,-0.00538616915486267,2.90108181647941e-05,0.140863393806418
10,0.1,0.33,500,"estimate_pi",2.29752193198904,0.144590257448243,-0.00506316100500781,2.56355993626317e-05,0.144615893047605
10,0.1,0.33,1000,"estimate_c05",2.30289266142534,0.0665906864893654,0.000307568431292982,9.45983399280255e-08,0.0665907810877054
10,0.1,0.33,1000,"estimate_mle",2.32300410534143,0.0694810262544669,0.0204190123473889,0.000416936065242818,0.0698979623197097
10,0.1,0.33,1000,"estimate_oracle",2.29509741051973,0.0661213275387519,-0.00748768247431686,5.60653888361918e-05,0.0661773929275881
10,0.1,0.33,1000,"estimate_pi",2.29514181507986,0.0669386077742487,-0.00744327791418486,5.54023861077922e-05,0.0669940101603565
10,0.1,0.33,2000,"estimate_c05",2.30458400070074,0.0334832213235077,0.00199890770669153,3.9956320198708e-06,0.0334872169555276
10,0.1,0.33,2000,"estimate_mle",2.31442640772334,0.0341557367371374,0.0118413147292982,0.000140216734518294,0.0342959534716557
10,0.1,0.33,2000,"estimate_oracle",2.30070781494569,0.0333702383845233,-0.0018772780483558,3.52417287083857e-06,0.0333737625573942
10,0.1,0.33,2000,"estimate_pi",2.30071010326249,0.0335693980419357,-0.00187498973155487,3.51558649343619e-06,0.0335729136284291
10,0.1,0.33,5000,"estimate_c05",2.30366759987861,0.0134395954607477,0.00108250688456613,1.17182115513306e-06,0.0134407672819028
10,0.1,0.33,5000,"estimate_mle",2.30755562722954,0.0135439853166496,0.00497053423549065,2.47062105861847e-05,0.0135686915272358
10,0.1,0.33,5000,"estimate_oracle",2.30211552874043,0.013421840060292,-0.000469564253615662,2.20490588273634e-07,0.0134220605508803
10,0.1,0.33,5000,"estimate_pi",2.30211979959418,0.0134534417037325,-0.000465293399865452,2.16497947958351e-07,0.0134536582016804
10,0.1,0.33,10000,"estimate_c05",2.30356832372412,0.00647204583187642,0.000983230730073004,9.66742668559892e-07,0.00647301257454498
10,0.1,0.33,10000,"estimate_mle",2.30549963392508,0.00649678669019804,0.00291454093103694,8.49454883868964e-06,0.00650528123903673
10,0.1,0.33,10000,"estimate_oracle",2.30279373440195,0.00646764948016079,0.000208641407905663,4.35312370928573e-08,0.00646769301139788
10,0.1,0.33,10000,"estimate_pi",2.30279482882807,0.00647537834209361,0.000209735834019842,4.39891200719987e-08,0.00647542233121368
10,0.1,0.5,500,"estimate_c05",2.31638023408778,0.252473808277627,0.0137951410937371,0.000190305917796115,0.252664114195423
10,0.1,0.5,500,"estimate_mle",2.40654625258118,0.287487387331699,0.103961159587139,0.0108079227027025,0.298295310034402
10,0.1,0.5,500,"estimate_oracle",2.29710973318449,0.240902677884899,-0.00547535980955471,2.9979565044087e-05,0.240932657449943
10,0.1,0.5,500,"estimate_pi",2.29910677648496,0.254772472537038,-0.00347831650908503,1.20986857373735e-05,0.254784571222775
10,0.1,0.5,1000,"estimate_c05",2.30379739047826,0.110289656659158,0.00121229748421348,1.46966519023032e-06,0.110291126324348
10,0.1,0.5,1000,"estimate_mle",2.34941783985153,0.122409374724315,0.0468327468574858,0.00219330617821735,0.124602680902532
10,0.1,0.5,1000,"estimate_oracle",2.29468215970883,0.108191920617194,-0.00790293328521452,6.24563545105516e-05,0.108254376971705
