"omega","p0x","px0","n","estimator","mean","var","bias","bias_sq","mse"
10,0.1,0.5,1000,"estimate_pi",2.2951127719466,0.110780162409578,-0.00747232104744633,5.58355818361094e-05,0.110835997991414
10,0.1,0.5,2000,"estimate_c05",2.30011794052089,0.0568376013073496,-0.00246715247315521,6.08684132579587e-06,0.0568436881486754
10,0.1,0.5,2000,"estimate_mle",2.3217700918062,0.0594377760275876,0.0191849988121535,0.000368064179422332,0.0598058402070099
10,0.1,0.5,2000,"estimate_oracle",2.29568495649267,0.0563297559188247,-0.00690013650137367,4.76118837375892e-05,0.0563773678025622
10,0.1,0.5,2000,"estimate_pi",2.29575460661647,0.0569658614588299,-0.00683048637757677,4.66555441542619e-05,0.0570125170029841
10,0.1,0.5,5000,"estimate_c05",2.30023206522435,0.0230849962378504,-0.00235302776969171,5.53673968494033e-06,0.0230905329775353
10,0.1,0.5,5000,"estimate_mle",2.30866379277521,0.0234789026908301,0.00607869978116016,3.69505910294765e-05,0.0235158532818596
10,0.1,0.5,5000,"estimate_oracle",2.29847581805672,0.0230058001183765,-0.00410927493732727,1.6886140510546e-05,0.0230226862588871
10,0.1,0.5,5000,"estimate_pi",2.29848509169729,0.0231057010256992,-0.00410000129675536,1.68100106333957e-05,0.0231225110363326
10,0.1,0.5,10000,"estimate_c05",2.30391307469492,0.0110902256171447,0.00132798170087334,1.76353539785444e-06,0.0110919891525425
10,0.1,0.5,10000,"estimate_mle",2.30810390361664,0.0111834496020762,0.00551881062259785,3.04572706880988e-05,0.0112139068727643
10,0.1,0.5,10000,"estimate_oracle",2.30303375128502,0.0110711474325073,0.000448658290969739,2.01294262055887e-07,0.0110713487267693
10,0.1,0.5,10000,"estimate_pi",2.30304044827199,0.0110951663303572,0.000455355277941383,2.07348429149074e-07,0.0110953736787864
10,0.1,0.9,500,"estimate_c05",1.92169991647042,0.474113481666835,-0.380885176523627,0.145073517695435,0.61918699936227
10,0.1,0.9,500,"estimate_mle",1.56663996456004,0.179326669241102,-0.735945128434009,0.54161523206575,0.720941901306853
10,0.1,0.9,500,"estimate_oracle",1.89388890477621,0.387733690475944,-0.408696188217834,0.167032574263788,0.554766264739732
10,0.1,0.9,500,"estimate_pi",1.87053607329792,0.485577361268132,-0.432049019696131,0.186666355420387,0.672243716688519
10,0.1,0.9,1000,"estimate_c05",2.1836079832539,0.531109719442998,-0.118977109740147,0.0141555526421189,0.545265272085117
10,0.1,0.9,1000,"estimate_mle",2.06700137502091,0.248302967401889,-0.235583717973139,0.0554996881740474,0.303802655575936
10,0.1,0.9,1000,"estimate_oracle",2.15224378211838,0.45923349207302,-0.15034131087567,0.0226025097558148,0.481836001828835
10,0.1,0.9,1000,"estimate_pi",2.15869526825096,0.534737244629806,-0.143889824743082,0.0207042816645948,0.555441526294401
10,0.1,0.9,2000,"estimate_c05",2.29369595290177,0.446492561192831,-0.00888914009227815,7.90168115801467e-05,0.446571578004411
10,0.1,0.9,2000,"estimate_mle",2.34995923862014,0.320142910066979,0.0473741456260957,0.00224430967380252,0.322387219740781
10,0.1,0.9,2000,"estimate_oracle",2.27376915120942,0.402545432895993,-0.0288159417846283,0.000830358500935088,0.403375791396928
10,0.1,0.9,2000,"estimate_pi",2.28165651466802,0.447536779645579,-0.0209285783260222,0.000438005390748448,0.447974785036328
10,0.1,0.9,5000,"estimate_c05",2.30263795344319,0.187064909734336,5.28604491432105e-05,2.79422708362195e-09,0.187064912528564
10,0.1,0.9,5000,"estimate_mle",2.3920791553505,0.221717013868425,0.0894940623564495,0.00800918719706008,0.229726201065486
10,0.1,0.9,5000,"estimate_oracle",2.29664114469862,0.180445847223797,-0.00594394829542821,3.5330521338724e-05,0.180481177745136
10,0.1,0.9,5000,"estimate_pi",2.29795219951387,0.187271196257232,-0.00463289348017826,2.14637019986782e-05,0.187292659959231
10,0.1,0.9,10000,"estimate_c05",2.30467566851201,0.0900448473039125,0.00209057551795944,4.37050599629137e-06,0.0900492178099088
10,0.1,0.9,10000,"estimate_mle",2.34800870335737,0.0995682664392151,0.045423610363323,0.00206330437843898,0.101631570817654
10,0.1,0.9,10000,"estimate_oracle",2.3020592467306,0.0886773893371202,-0.000525846263445207,2.76514292779286e-07,0.088677665851413
10,0.1,0.9,10000,"estimate_pi",2.30235239335526,0.0901000869387998,-0.000232699638790024,5.41491218930075e-08,0.0901001410879217
10,0.5,0.33,500,"estimate_c05",2.30237737996304,0.0575523379428051,-0.000207713031001866,4.31447032479821e-08,0.0575523810875083
10,0.5,0.33,500,"estimate_mle",2.31976792163502,0.0591974005383464,0.017182828640975,0.00029524960010511,0.0594926501384515
10,0.5,0.33,500,"estimate_oracle",2.2868440011659,0.0562161606252566,-0.0157410918281458,0.000247781971942117,0.0564639425971987
10,0.5,0.33,500,"estimate_pi",2.28700507163605,0.0581589775556666,-0.0155800213579913,0.000242737065515465,0.0584017146211821
10,0.5,0.33,1000,"estimate_c05",2.30510130039958,0.0296709634065995,0.00251620740553093,6.33129970764872e-06,0.0296772947063072
10,0.5,0.33,1000,"estimate_mle",2.31367898477069,0.0300797249251144,0.011093891776643,0.000123074434751867,0.0302027993598663
10,0.5,0.33,1000,"estimate_oracle",2.29731497007478,0.0293323414525731,-0.0052701229192671,2.77741955841843e-05,0.0293601156481573
10,0.5,0.33,1000,"estimate_pi",2.29739294304106,0.0298253672218929,-0.00519214995298878,2.69584211343214e-05,0.0298523256430272
10,0.5,0.33,2000,"estimate_c05",2.2990129033791,0.0147155326884236,-0.00357218961495054,1.27605386451605e-05,0.0147282932270687
10,0.5,0.33,2000,"estimate_mle",2.30325256799032,0.0148136274015649,0.000667474996274731,4.45522870651952e-07,0.0148140729244355
10,0.5,0.33,2000,"estimate_oracle",2.29514387430243,0.0146329194759864,-0.00744121869161463,5.53717356164349e-05,0.0146882912116029
10,0.5,0.33,2000,"estimate_pi",2.29513772021984,0.0147539528805351,-0.00744737277420526,5.54633612379738e-05,0.0148094162417731
10,0.5,0.33,5000,"estimate_c05",2.3031109958446,0.00580726370290168,0.000525902850555315,2.76573808222206e-07,0.00580754027670991
10,0.5,0.33,5000,"estimate_mle",2.30480525217303,0.00582267303246665,0.00222015917898766,4.92910678004315e-06,0.00582760213924669
10,0.5,0.33,5000,"estimate_oracle",2.30155815301018,0.00579398536779051,-0.00102693998386139,1.05460573045322e-06,0.00579503997352097
10,0.5,0.33,5000,"estimate_pi",2.30156134545337,0.00581341234517772,-0.00102374754067913,1.04805902704657e-06,0.00581446040420477
10,0.5,0.33,10000,"estimate_c05",2.30280633438064,0.00285391122713371,0.000221241386594073,4.89477511420682e-08,0.00285396017488485
10,0.5,0.33,10000,"estimate_mle",2.30365214525335,0.0028576424346183,0.00106705225930037,1.13860052407803e-06,0.00285878103514237
10,0.5,0.33,10000,"estimate_oracle",2.30203045670519,0.00285068079049516,-0.000554636288855548,3.07621412915455e-07,0.00285098841190807
10,0.5,0.33,10000,"estimate_pi",2.302030890635,0.00285541493265318,-0.000554202359047018,3.0714025477328e-07,0.00285572207290795
10,0.5,0.5,500,"estimate_c05",2.30074319475117,0.0441769969188792,-0.00184189824287229,3.39258913709602e-06,0.0441803895080163
10,0.5,0.5,500,"estimate_mle",2.31230433389465,0.0448121407500313,0.00971924090060572,9.44636436840071e-05,0.0449066043937153
10,0.5,0.5,500,"estimate_oracle",2.28541831994584,0.043350045554446,-0.0171667730482103,0.000294698096888761,0.0436447436513348
10,0.5,0.5,500,"estimate_pi",2.28548487680635,0.0446546405971432,-0.017100216187695,0.000292417393665905,0.0449470579908091
10,0.5,0.5,1000,"estimate_c05",2.30260569287788,0.0216547128016836,2.05998838294086e-05,4.24355213785129e-10,0.0216547132260388
10,0.5,0.5,1000,"estimate_mle",2.30834536444612,0.0218084887872358,0.00576027145207281,3.3180727201565e-05,0.0218416695144373
10,0.5,0.5,1000,"estimate_oracle",2.29492261671367,0.0214522512277175,-0.00766247628037409,5.87135427472955e-05,0.0215109647704648
10,0.5,0.5,1000,"estimate_pi",2.29494259051772,0.0217709055136202,-0.00764250247632559,5.84078441006427e-05,0.0218293133577208
10,0.5,0.5,2000,"estimate_c05",2.3031805473781,0.0111354738137317,0.000595454384050509,3.54565923484971e-07,0.0111358283796552
10,0.5,0.5,2000,"estimate_mle",2.30604104726381,0.0111745253830208,0.00345595426976475,1.19436199147052e-05,0.0111864690029355
10,0.5,0.5,2000,"estimate_oracle",2.29933465024148,0.0110832258211497,-0.00325044275256614,1.05653780877097e-05,0.0110937911992374
10,0.5,0.5,2000,"estimate_pi",2.29933842436139,0.0111656516079445,-0.00324666863265355,1.05408572102565e-05,0.0111761924651547
10,0.5,0.5,5000,"estimate_c05",2.30221692091279,0.00431364777365449,-0.000368172081255835,1.35550681416253e-07,0.00431378332433591
10,0.5,0.5,5000,"estimate_mle",2.30335718492128,0.00431970657340473,0.00077209192723604,5.96125944103063e-07,0.00432030269934883
10,0.5,0.5,5000,"estimate_oracle",2.30067820159735,0.00430556582520148,-0.00190689139670042,3.63623479881006e-06,0.00430920206000029
10,0.5,0.5,5000,"estimate_pi",2.30067792328138,0.00431826783066837,-0.00190716971266713,3.63729631291484e-06,0.00432190512698128
10,0.5,0.5,10000,"estimate_c05",2.30309995443913,0.00224190076158277,0.000514861445086279,2.65082307636331e-07,0.00224216584389041
10,0.5,0.5,10000,"estimate_mle",2.30366993914702,0.00224346836143184,0.00108484615296911,1.17689117561188e-06,0.00224464525260745
10,0.5,0.5,10000,"estimate_oracle",2.30233000981118,0.0022397984095275,-0.000255083182862048,6.50674301790331e-08,0.00223986347695768
10,0.5,0.5,10000,"estimate_pi",2.30233031032297,0.00224310583310152,-0.000254782671071929,6.49142094785469e-08,0.00224317074731099
10,0.5,0.9,500,"estimate_c05",2.30603914789862,0.252091373496833,0.00345405490457162,1.19304952837953e-05,0.252103303992117
10,0.5,0.9,500,"estimate_mle",2.39411303229469,0.282973196094702,0.0915279393006472,0.00837736367262295,0.291350559767325
10,0.5,0.9,500,"estimate_oracle",2.28668965414205,0.239657674925271,-0.0158954388519978,0.000252664976297603,0.239910339901569
10,0.5,0.9,500,"estimate_pi",2.28871671337846,0.254454280408127,-0.0138683796155883,0.000192331953162065,0.254646612361289
10,0.5,0.9,1000,"estimate_c05",2.30153997268587,0.117306050345012,-0.00104512030817938,1.09227645856897e-06,0.117307142621471
10,0.5,0.9,1000,"estimate_mle",2.34628130345802,0.127790348291143,0.0436962104639704,0.0019093588089116,0.129699707100054
10,0.5,0.9,1000,"estimate_oracle",2.29242502304012,0.11489535436158,-0.0101600699539306,0.000103227021468763,0.114998581383049
10,0.5,0.9,1000,"estimate_pi",2.29284050207227,0.117832271614822,-0.00974459092178037,9.49570522328444e-05,0.117927228667055
10,0.5,0.9,2000,"estimate_c05",2.30078978766281,0.0540122519283286,-0.00179530533123717,3.22312123236862e-06,0.054015475049561
10,0.5,0.9,2000,"estimate_mle",2.32234506689422,0.0564651953384137,0.0197599739001717,0.000390456568535467,0.0568556519069492
10,0.5,0.9,2000,"estimate_oracle",2.29634961723504,0.0535394236342753,-0.00623547575900485,3.88811579411371e-05,0.0535783047922164
10,0.5,0.9,2000,"estimate_pi",2.2964310852206,0.0541341418776482,-0.00615400777344632,3.78718116756378e-05,0.0541720136893238
10,0.5,0.9,5000,"estimate_c05",2.30767356575938,0.0229087280436686,0.00508847276533864,2.5892555083593e-05,0.0229346205987522
10,0.5,0.9,5000,"estimate_mle",2.31617074397574,0.0233016656385763,0.0135856509816912,0.000184569912596326,0.0234862355511726
10,0.5,0.9,5000,"estimate_oracle",2.30590469959475,0.0228301098109511,0.00331960660070196,1.1019787983424e-05,0.0228411295989345
10,0.5,0.9,5000,"estimate_pi",2.30592996599325,0.0229290008207856,0.00334487299920339,1.11881753807999e-05,0.0229401889961664
10,0.5,0.9,10000,"estimate_c05",2.30188769742051,0.011233225859605,-0.000697395573532766,4.86360585983096e-07,0.011233712220191
10,0.5,0.9,10000,"estimate_mle",2.30607548149111,0.0113264213263859,0.00349038849706895,1.21828118604713e-05,0.0113386041382464
10,0.5,0.9,10000,"estimate_oracle",2.30101257900323,0.011214067428754,-0.00157251399082003,2.47280025132475e-06,0.0112165402290053
10,0.5,0.9,10000,"estimate_pi",2.30101417222312,0.011238259527591,-0.00157092077092802,2.46779206853308e-06,0.0112407273196595
10,0.66,0.33,500,"estimate_c05",2.2998869278173,0.0968769289951064,-0.0026981651767426,7.2800953209864e-06,0.0968842090904273
10,0.66,0.33,500,"estimate_mle",2.33610258155376,0.104179084190798,0.0335174885597134,0.00112342203935052,0.105302506230148
10,0.66,0.33,500,"estimate_oracle",2.28285265515243,0.0935388344684159,-0.0197324378416197,0.000389369103173386,0.0939282035715893
10,0.66,0.33,500,"estimate_pi",2.28333626239355,0.097821794784494,-0.0192488306004996,0.000370517479486732,0.0981923122639807
10,0.66,0.33,1000,"estimate_c05",2.30058633908715,0.0490452623158187,-0.00199875390689552,3.99501718033012e-06,0.049049257332999
10,0.66,0.33,1000,"estimate_mle",2.31805657438662,0.0507045251414097,0.0154714813925754,0.000239366736480806,0.0509438918778905
10,0.66,0.33,1000,"estimate_oracle",2.29214736380264,0.0482162455546772,-0.0104377291914037,0.000108946190673082,0.0483251917453503
10,0.66,0.33,1000,"estimate_pi",2.29226209855531,0.0492839117065346,-0.0103229944387393,0.000106564214182242,0.0493904759207168
10,0.66,0.33,2000,"estimate_c05",2.30329965860768,0.0235122368472713,0.000714565613634921,5.10604016189451e-07,0.0235127474512875
10,0.66,0.33,2000,"estimate_mle",2.31189154827723,0.0238832876613672,0.00930645528318097,8.6610109937847e-05,0.023969897771305
10,0.66,0.33,2000,"estimate_oracle",2.29909345416427,0.0233168465676625,-0.00349163882977255,1.21915417175754e-05,0.0233290381093801
10,0.66,0.33,2000,"estimate_pi",2.29912957144206,0.0235707776083541,-0.0034555215519898,1.1940629196266e-05,0.0235827182375504
10,0.66,0.33,5000,"estimate_c05",2.30517945273553,0.00938989414922757,0.00259435974148259,6.7307024682256e-06,0.0093966248516958
10,0.66,0.33,5000,"estimate_mle",2.30859511556327,0.0094479949440449,0.00601002256922545,3.61203712825993e-05,0.0094841153153275
10,0.66,0.33,5000,"estimate_oracle",2.30349955118039,0.00935897728436536,0.000914458186348721,8.36233774580192e-07,0.00935981351813994
10,0.66,0.33,5000,"estimate_pi",2.30350891342831,0.00939907493960302,0.000923820434266087,8.53444194767582e-07,0.00939992838379779
10,0.66,0.33,10000,"estimate_c05",2.30321715009928,0.00461268217948382,0.000632057105237838,3.99496184281635e-07,0.0046130816756681
10,0.66,0.33,10000,"estimate_mle",2.30491468289996,0.0046267917089806,0.0023295899059157,5.4269891297443e-06,0.00463221869811034
10,0.66,0.33,10000,"estimate_oracle",2.30237922645043,0.00460504950402456,-0.000205866543611322,4.23810337784722e-08,0.00460509188505834
10,0.66,0.33,10000,"estimate_pi",2.30238116702051,0.00461499475814112,-0.000203925973532471,4.15858026811659e-08,0.0046150363439438
10,0.66,0.5,500,"estimate_c05",2.3053367086496,0.0586522156515728,0.0027516156555536,7.57138871588765e-06,0.0586597870402887
10,0.66,0.5,500,"estimate_mle",2.32204982659243,0.0602229950599924,0.0194647335983853,0.000378875854056109,0.0606018709140485
10,0.66,0.5,500,"estimate_oracle",2.2897823603439,0.0573200767383177,-0.0128027326501465,0.000163909963311128,0.0574839867016288
10,0.66,0.5,500,"estimate_pi",2.2900041155423,0.0592708250366317,-0.01258097745175,0.000158280993641442,0.0594291060302731
10,0.66,0.5,1000,"estimate_c05",2.30281050811939,0.0276289983633338,0.000225415125346018,5.0811978734761e-08,0.0276290491753125
10,0.66,0.5,1000,"estimate_mle",2.31102453886472,0.0279743315747324,0.00843944587067069,7.12242466039806e-05,0.0280455558213364
10,0.66,0.5,1000,"estimate_oracle",2.29506251331091,0.0273170422667245,-0.00752257968313819,5.65892050891634e-05,0.0273736314718136
10,0.66,0.5,1000,"estimate_pi",2.29509835625066,0.0277779915194412,-0.00748673674338773,5.6051227064792e-05,0.027834042746506
10,0.66,0.5,2000,"estimate_c05",2.30294417341923,0.0144877996569404,0.000359080425186953,1.28938751752443e-07,0.0144879285956922
10,0.66,0.5,2000,"estimate_mle",2.30702248052439,0.0145793035794974,0.0044373875303414,1.96904080944293e-05,0.0145989939875918
10,0.66,0.5,2000,"estimate_oracle",2.29906842345569,0.0144073146250006,-0.00351666953835128,1.23669646419678e-05,0.0144196815896426
10,0.66,0.5,2000,"estimate_pi",2.29908069304686,0.014525663551936,-0.0035043999471891,1.22808189898589e-05,0.0145379443709258
10,0.66,0.5,5000,"estimate_c05",2.30298210006515,0.00561978071812898,0.000397007071108124,1.57614614509851e-07,0.00561993833274349
10,0.66,0.5,5000,"estimate_mle",2.30460634065133,0.00563381859572396,0.00202124765728184,4.08544209206734e-06,0.00563790403781602
10,0.66,0.5,5000,"estimate_oracle",2.30143171033336,0.00560720927757161,-0.00115338266068576,1.33029156197057e-06,0.00560853956913358
10,0.66,0.5,5000,"estimate_pi",2.30143501396105,0.00562571422143197,-0.00115007903299391,1.32268178213221e-06,0.0056270369032141
10,0.66,0.5,10000,"estimate_c05",2.30365691213114,0.0028685738652496,0.00107181913709287,1.1487962626385e-06,0.00286972266151224
10,0.66,0.5,10000,"estimate_mle",2.30446844173824,0.00287212209885883,0.00188334874419471,3.5470024922598e-06,0.00287566910135109
10,0.66,0.5,10000,"estimate_oracle",2.30288172175076,0.00286539647380196,0.000296628756712103,8.79886193085679e-08,0.00286548446242127
10,0.66,0.5,10000,"estimate_pi",2.30288284398633,0.00287007883413,0.000297750992280132,8.86556534038035e-08,0.0028701674897834
10,0.66,0.9,500,"estimate_c05",2.30081574357999,0.14651670038714,-0.00176934941405715,3.13059734902439e-06,0.146519830984489
10,0.66,0.9,500,"estimate_mle",2.34576034780502,0.162194086074531,0.0431752548109769,0.00186410262799279,0.164058188702524
10,0.66,0.9,500,"estimate_oracle",2.28503554759148,0.144166679610571,-0.0175495454025643,0.000307986543836664,0.144474666154407
10,0.66,0.9,500,"estimate_pi",2.28519559173969,0.148053210153573,-0.0173895012543599,0.000302394753875384,0.148355604907448
10,0.66,0.9,1000,"estimate_c05",2.29853006557611,0.0692846903455676,-0.00405502741793207,1.64432473601808e-05,0.0693011335929278
10,0.66,0.9,1000,"estimate_mle",2.31962516836999,0.0724319211236444,0.0170400753759483,0.000290364168818,0.0727222852924624
10,0.66,0.9,1000,"estimate_oracle",2.29073625557497,0.0687654059247474,-0.0118488374190786,0.000140394948183757,0.0689058008729311
10,0.66,0.9,1000,"estimate_pi",2.29074302552885,0.0696403157902905,-0.011842067465194,0.000140234561850206,0.0697805503521407
10,0.66,0.9,2000,"estimate_c05",2.3016356193704,0.0353172128565381,-0.000949473623643726,9.01500161995148e-07,0.0353181143567
10,0.66,0.9,2000,"estimate_mle",2.31197793827453,0.0360625345408535,0.00939284528048878,8.82255424632004e-05,0.0361507600833167
10,0.66,0.9,2000,"estimate_oracle",2.29774017372305,0.0351872360180805,-0.00484491927099784,2.34732427424862e-05,0.035210709260823
10,0.66,0.9,2000,"estimate_pi",2.29774926412654,0.0354072206328662,-0.00483582886751011,2.33852408358441e-05,0.0354306058737021
10,0.66,0.9,5000,"estimate_c05",2.29869674695516,0.0140499179711761,-0.00388834603888633,1.5119234918123e-05,0.0140650372060942
10,0.66,0.9,5000,"estimate_mle",2.30276116974561,0.0141657010682535,0.000176076751562171,3.10030224406864e-08,0.0141657320712759
10,0.66,0.9,5000,"estimate_oracle",2.29714527461894,0.0140296681576296,-0.00543981837510277,2.95916239541057e-05,0.0140592597815837
10,0.66,0.9,5000,"estimate_pi",2.29714206822071,0.014064216391603,-0.00544302477333503,2.96265186831388e-05,0.0140938429102862
10,0.66,0.9,10000,"estimate_c05",2.304169940215,0.00707796329492711,0.00158484722095809,2.51174071377857e-06,0.00708047503564089
10,0.66,0.9,10000,"estimate_mle",2.30620204910583,0.00710647190949358,0.00361695611178225,1.3082371514559e-05,0.00711955428100814
10,0.66,0.9,10000,"estimate_oracle",2.30339254447118,0.00707269580914143,0.000807451477131238,6.51977887921418e-07,0.00707334778702935
10,0.66,0.9,10000,"estimate_pi",2.30339419676721,0.00708157530628525,0.000809103773161901,6.54648915744825e-07,0.00708222995520099
20,0.1,0.33,500,"estimate_c05",2.99551751692797,0.213576938736862,-0.000214756626023327,4.61204084209231e-08,0.21357698485727
20,0.1,0.33,500,"estimate_mle",3.07964682070263,0.250059303224742,0.0839145471486424,0.00704165122316174,0.257100954447903
20,0.1,0.33,500,"estimate_oracle",2.98216646251458,0.210614674537289,-0.0135658110394155,0.000184031229157126,0.210798705766446
20,0.1,0.33,500,"estimate_pi",2.9827304328774,0.21475967197073,-0.0130018406765862,0.000169047860979331,0.214928719831709
20,0.1,0.33,1000,"estimate_c05",2.99467685572801,0.104383800927661,-0.00105541782598007,1.11390678739649e-06,0.104384914834448
20,0.1,0.33,1000,"estimate_mle",3.03525896324387,0.113708644578028,0.0395266896898776,0.00156235919783988,0.115271003775868
20,0.1,0.33,1000,"estimate_oracle",2.98813003132842,0.103742252186772,-0.00760224222557193,5.77940868562689e-05,0.103800046273628
20,0.1,0.33,1000,"estimate_pi",2.98823421259537,0.104656255575988,-0.00749806095862038,5.62209181391871e-05,0.104712476494127
20,0.1,0.33,2000,"estimate_c05",2.99522421860772,0.0518066375025736,-0.000508054946272818,2.58119828432276e-07,0.051806895622402
20,0.1,0.33,2000,"estimate_mle",3.01463219906237,0.053836611445698,0.0188999255083795,0.000357207184222294,0.0541938186299203
20,0.1,0.33,2000,"estimate_oracle",2.99197144062943,0.0516557289653271,-0.00376083292456508,1.41438642864928e-05,0.0516698728296136
20,0.1,0.33,2000,"estimate_pi",2.99199538148622,0.0518729453391513,-0.00373689206776762,1.39643623261445e-05,0.0518869097014775
20,0.1,0.33,5000,"estimate_c05",2.99513998222644,0.0201530321576846,-0.000592291327550676,3.50809016691742e-07,0.0201533829667013
20,0.1,0.33,5000,"estimate_mle",3.00271635353561,0.020451620109028,0.00698407998161521,4.87773731895983e-05,0.0205003974822176
20,0.1,0.33,5000,"estimate_oracle",2.99384453191202,0.0201315105909699,-0.0018877416419687,3.56356850682268e-06,0.0201350741594767
20,0.1,0.33,5000,"estimate_pi",2.99384648668243,0.020163014393374,-0.00188578687155605,3.55619212493315e-06,0.0201665705854989
20,0.1,0.33,10000,"estimate_c05",2.99420720745981,0.010141444515318,-0.00152506609417635,2.32582659160632e-06,0.0101437703419096
20,0.1,0.33,10000,"estimate_mle",2.99797195861756,0.010214417271907,0.00223968506357286,5.01618918399137e-06,0.010219433461091
20,0.1,0.33,10000,"estimate_oracle",2.99355989694943,0.0101353533477851,-0.00217237660456027,4.71922011204079e-06,0.0101400725678971
20,0.1,0.33,10000,"estimate_pi",2.99355995880426,0.0101440567025275,-0.00217231474972746,4.71895137188346e-06,0.0101487756538993
20,0.1,0.5,500,"estimate_c05",2.99625292561041,0.422112309985312,0.00052065205641938,2.71078563853729e-07,0.422112581063876
20,0.1,0.5,500,"estimate_mle",3.07720876641143,0.359121923394377,0.0814764928574423,0.00663841888834885,0.365760342282726
20,0.1,0.5,500,"estimate_oracle",2.97782799683294,0.403439017155313,-0.0179042767210538,0.000320563124904068,0.403759580280217
20,0.1,0.5,500,"estimate_pi",2.98161650259512,0.424630856989276,-0.0141157709588677,0.000199254989763214,0.424830111979039
20,0.1,0.5,1000,"estimate_c05",3.01087395723892,0.224957754368467,0.0151416836849312,0.000229270584814511,0.225187024953282
20,0.1,0.5,1000,"estimate_mle",3.09963125881267,0.254398854435825,0.103898985258681,0.0107949991377837,0.265193853573608
20,0.1,0.5,1000,"estimate_oracle",3.00229176837672,0.220109789884562,0.00655949482272966,4.30269723294172e-05,0.220152816856892
20,0.1,0.5,1000,"estimate_pi",3.0033699742375,0.2254910062054,0.00763770068350578,5.83344717308246e-05,0.22554934067713
20,0.1,0.5,2000,"estimate_c05",3.00054878988438,0.104343941378656,0.0048165163303886,2.31988295609e-05,0.104367140208217
20,0.1,0.5,2000,"estimate_mle",3.04538974278501,0.115564415440804,0.0496574692310237,0.00246586425043006,0.118030279691234
20,0.1,0.5,2000,"estimate_oracle",2.99657540533945,0.10347541819554,0.000843131785458251,7.10871207650018e-07,0.103476129066747
20,0.1,0.5,2000,"estimate_pi",2.99674930612762,0.104455941832712,0.00101703257363406,1.03435525583272e-06,0.104456976187968
20,0.1,0.5,5000,"estimate_c05",2.99805960991624,0.0384529383201777,0.00232733636225291,5.4164945430646e-06,0.0384583548147207
20,0.1,0.5,5000,"estimate_mle",3.01499208014599,0.0398194867859534,0.0192598065920011,0.000370940149961289,0.0401904269359147
20,0.1,0.5,5000,"estimate_oracle",2.99651023183299,0.0383357216347933,0.000777958278997737,6.05219083861121e-07,0.0383363268538772
20,0.1,0.5,5000,"estimate_pi",2.9965315647797,0.0384689677487694,0.000799291225713983,6.38866463503361e-07,0.0384696066152329
20,0.1,0.5,10000,"estimate_c05",2.99883167696186,0.0189479859502708,0.00309940340787396,9.6063014847407e-06,0.0189575922517555
20,0.1,0.5,10000,"estimate_mle",3.00717247589332,0.0192653228636466,0.0114402023393336,0.000130878229564895,0.0193962010932115
20,0.1,0.5,10000,"estimate_oracle",2.99805805246232,0.0189198055326136,0.00232577890832619,5.40924753041498e-06,0.018925214780144
20,0.1,0.5,10000,"estimate_pi",2.99806669035336,0.0189519337557887,0.00233441679937352,5.4495017931973e-06,0.0189573832575819
20,0.1,0.9,500,"estimate_c05",2.20707662441177,0.317194353988232,-0.788655649142219,0.621977732923934,0.939172086912166
20,0.1,0.9,500,"estimate_mle",1.69514512371122,0.113216223873831,-1.30058714984277,1.69152693433614,1.80474315820997
20,0.1,0.9,500,"estimate_oracle",2.21047144626927,0.267695791858721,-0.785260827284724,0.61663456686789,0.88433035872661
20,0.1,0.9,500,"estimate_pi",2.15895918312965,0.324424322444261,-0.836773090424339,0.700189204858298,1.02461352730256
20,0.1,0.9,1000,"estimate_c05",2.62189761079498,0.446494869254492,-0.373834662759007,0.139752355080141,0.586247224334632
20,0.1,0.9,1000,"estimate_mle",2.292245082809,0.150677594844058,-0.703487190744995,0.494894227542285,0.645571822386343
20,0.1,0.9,1000,"estimate_oracle",2.60780594992625,0.404630081262364,-0.387926323627736,0.150486832563331,0.555116913825695
20,0.1,0.9,1000,"estimate_pi",2.5983283131938,0.448463604985784,-0.397403960360194,0.157929907709967,0.606393512695751
20,0.1,0.9,2000,"estimate_c05",2.86799297265312,0.523335015218577,-0.127739300900874,0.0163173289946439,0.539652344213221
20,0.1,0.9,2000,"estimate_mle",2.75467692754915,0.230595564865159,-0.241055346004838,0.0581076798375123,0.288703244702672
20,0.1,0.9,2000,"estimate_oracle",2.85220015176142,0.486953765204857,-0.143532121792571,0.0206014699862773,0.507555235191134
20,0.1,0.9,2000,"estimate_pi",2.85657040556512,0.52375323080722,-0.139161867988867,0.0193660255021509,0.543119256309371
20,0.1,0.9,5000,"estimate_c05",2.98142231671941,0.367495241485587,-0.0143099568345786,0.000204774864607502,0.367700016350194
20,0.1,0.9,5000,"estimate_mle",3.07728445827994,0.320410097540471,0.0815521847259491,0.00665075883357532,0.327060856374046
20,0.1,0.9,5000,"estimate_oracle",2.97436121893559,0.35288848116728,-0.0213710546184029,0.000456721975502762,0.353345203142783
20,0.1,0.9,5000,"estimate_pi",2.97700729635952,0.367591337437121,-0.0187249771944673,0.000350624770933321,0.367941962208054
20,0.1,0.9,10000,"estimate_c05",2.99645551986256,0.182300559339683,0.000723246308573344,5.23085222864969e-07,0.182301082424906
20,0.1,0.9,10000,"estimate_mle",3.0832445491722,0.210443373389911,0.0875122756182045,0.00765839838387659,0.218101771773788
